ID,solution
7945735584a3297121c4f5ae0de8ecd1,6982.441267590629
85cb958e8b9d583575cd9cb93e389226,4002.8197106668727
2d4e8cd3947525a12ff16af520beefb9,3284.3237849955453
24cf317a1494a016a018d9f5cd183639,3609.0989240864874
370babaf32dc82a6a64bf5b71a3434ed,3275.7706006046983
cd13f2d62720d6d43610ec777e7a213b,7498.121584811852
90db7190edad6a69e6c27fd4fba364ee,2634.187133176834
a89155c178d0f609dc51d218ee31fbd3,4150.854282377722
3367409f1e660b2cfa2042a5b8f09ebe,4614.483660722686
6ba01ec35aa020a57e82bd6e004afae6,7608.368988870573
524874f6868038675014315eb321467b,7057.563600314237
1a894090496d6c338e16d1c45339acb7,4990.3229350818265
b378a1d00f2012582e6242ca081a62d0,3265.488601588266
13cb889f8103fcf11fae5cb4d2a8b2b2,2497.8603462793594
18786902bccc6b710b42ea25e5240ba4,2497.8603462793594
659dcb6afe21ab266e0a8b2c40d33603,8116.98067619461
bf136f5b33e00b7a30611d558d0083bc,4975.169423167014
0f21cad710d772c31750b6d983c32595,2945.8576984158835
3ffafc2dbbab7d9f3a9d6bf5cd736e4f,5053.870756450712
0fc217fdb0cecc0db3dbf26eedf62ebb,3008.3176471688803
5de116a38a083904cf7426a78de64b31,5067.016987856732
f1229928c5f9cb5545c3c59f914498a5,4645.387770254484
1dbe397a412a195dbe69c52397afdcf2,3959.915057880592
c6cf03a55b827f3889ef402270086e70,7635.625624851816
3df196725791c122106382aa97656590,2231.4704143462623
1b99d60fcb69a7428174f300589dbe5a,4150.854282377722
2d5c58f7da2994f32fbe010b204d7b26,4726.600977183314
dcfa78fbaf6a1d0e1a70a70be404f274,5350.366480187713
2fa76b82efe819f9593e486291deefe1,5246.597889269776
14b84bb635bf5f6861f9c80d4c54e61b,4622.472267382968
c984841f3717df081ad6845344226ee1,3008.3176471688803
71c20c468d12dba26b1362f31fe7ed07,10227.778937439782
4aa789b03ea03aa449d7cde822490198,7498.121584811852
b6afc0c26cc4c1f9d2d1be37e2500cdf,4150.854282377722
5489d08564afe2c280b1906bbc0baa6d,2427.4429882863133
59b4a5344ef589199476febd8722dc3e,5144.3964307094775
3c193cc642a3b5c34a01aa0ecec2269c,3015.2284020708817
fb3a960fe446fe1e254d989e8659ddfc,3233.81250264407
132f10a6f1fa64dd472320d64fdcfe65,2231.4704143462623
88d0a4dde6b17b3f97b64c2cb70d3aa2,3284.3237849955453
04051bf0f6db65566782719ec3c03b54,4944.407483615344
1156eda732c609364fd6d0cf7a19ea1b,3233.81250264407
